full_text,label;;;;;;;;;;;;;
yujiem! Mau tanya dong di GMC tuh bisa cari surat keterangan bebas narkoba ngga yaa? Kalau bisa bayar kah? Kalau tidak bisa kira-kira dimana ya yang murcee? TIA&lt;3;;;;;;;;;;;;
Kulak Haloo gaos mas ku ada nitip preloved baju buat cowok nih. Rep ajaa ya yg mau. Dia mau balik kampung soalnya. https://t.co/4GABDTOOyV,0;;;;;;;;;;;;;
met UAS all jangan lupa self reward yujiem https://t.co/5gKJTCXTCh,0;;;;;;;;;;;;;
OPER KOS COWOK - 750k untuk 1 5 bulan soalnya udah mau ditinggal magang - oper dari 15 desember - 31 januari &gt;&gt; bayar ke aku bulan berikutnya ke bapak kosnya - lokasi pogung dalangan ke UGM 5-8 menit - free wifi ada tempat duduk kek cafe. ada kantin juga soalnya kos gede -,0;;;;;;;;;;;
GAISSS kalian biasanya beli oleh-oleh bakpia dkk tuh dimana yg approved enak+murce? sender disuruh bawa leholeh pas besok pulkam. kalo bisa yg masih deket yujiem ya gaiss,0;;;;;;;;;;;;;
Haloo yg minat rep aja nanti aku dm *jgn lupa buka dm nya yahh Sekitar ugm bisa anter sampe depan kost https://t.co/YI2xaLikcS,0;;;;;;;;;;;;;
yujiem! ada yang bisa ambil softfile thesis dari repository ga? butuh buat thesis makasih,0;;;;;;;;;;;;;
Sebutin manfaat punya tab di masa kuliah ini yujiem!,0;;;;;;;;;;;;;
hai yujiem! ada yg tau gaa panti di jogja yg masi butuh bantuan banget tu di manaa atau mungkin anak anak marjinal gitu kalo di jogja tu bisa ditemuin di mana ajaa? thank youu!,0;;;;;;;;;;;;;
kulak! Jeans sama Jaket Harrington. Edisi ngurangin barang + buat biaya pulang kampung yang mau rep aja https://t.co/jZOej9E9Wd,0;;;;;;;;;;;;;
Minta bantuan ugm_fess Apakah ada yang nemu mantol celana warna hitam merk Axio di parkiran Perpusat pada Jumat 6 Desember 2024,0;;;;;;;;;;;;;
Yujiem! yg anak fh please tolong sender jelasin tahapannya :') https://t.co/SYAQjLzERk,0;;;;;;;;;;;;;
yujiem anyone lg di gmc? update antrian dong lg rame ato ga hehe,0;;;;;;;;;;;;;
Warga yujiem ada yang mau bantuin aku buat web untuk ambil data penelitian ga ya? Harga bisa nego. Kalo ga sekalian buat skripsi atau thesis nyaa jugaa karena ini web nya mayan komplekss,0;;;;;;;;;;;;;
luv! buat olivardo iup fh'24 semangat uasnya yaa... btw kamu udah ada partner belum yaa hehe ?,0;;;;;;;;;;;;;
halo! halo! preloved buku lagi! ada tambahan buku. segera angkut gais! catatan: - untuk yang berdomisili di jogja (kota) dan sekitar sleman - free ongkir - ⁠minat? komen yujiem! (akunnya jangan gembokkan ya kalo komen biar aku bisa baca) https://t.co/Xap01cTFb2,0;;;;;;;;;;;;;
cari ga ketemu2 aku lepas di harga 90k aja. Kalo mau sekalian aku beliin kabel baru nanti dapet harga 125k yaa. Harga asli 180k. Yang minat atau mau nego komen aja nanti aku DM,0;;;;;;;;;;;;;
Halo yujiem! Aku mau preloved panci listrik kadonio ak yang udah bisa goreng rebus dan kukus nih. Ini udah digital bisa banyak mode dan diatur suhu yaa!! Masih berfungsi dengan baik. Aku lepas karena sekarang kost aku udah ada dapur. Minusnya kabelnya aku (cont) https://t.co/B57iksJKyc,0;;;;;;;;;;;;;
Aaaa sedih banget coy pertemanan gue di ambang keasingan. Jadi sedih aja kalo keinget dulu sering banget ngelakuin aktivitas bareng. Tapi sekarang chat aja udah jarang terus komunikasi berasa searah doang yujiem,0;;;;;;;;;;;;;
yujiem gaess MOHON INFO KOSAN COWOK 700SAN SAMPAI 1 JUTAAN WAJIB SEKITAR KLEBENGAN AGRO ATAU SEKOLAH PASCA SAMA PANDEGA MAKASIHHHHHHH... GATAU AKU MAKSA POKOKNYAAA,0;;;;;;;;;;;;;
gusy yujiem info apakah jogja masih ujan deras?,0;;;;;;;;;;;;;
ugm_fess kulak Halo temen-temen! Lagi butuh cemilan enak buat nemenin belajar UAS? Aku buka jastip snack kiloan! Banyak varian rasanya juara dan pastinya murah kooo Reply aja nanti aku DM ya! https://t.co/whHJlK5sTU,0;;;;;;;;;;;;;
Wedok ki jane piye? luv wes enek sing jelas neng ngarep mripat tp malah milihe sing pekok sing rajelas. bar kui ngmg kabeh lanangan podo wae,0;;;;;;;;;;;;;
ugm_fess woi arlet 24 pikmi boleh tp minimal ga nyusahin satu kelas,0;;;;;;;;;;;;;
Sedikit curhat dari gamatu yg lgi berjuang ugm_fess https://t.co/xtNDXLEAnM,0;;;;;;;;;;;;;
yujiem staf safe guys ini hujannya deres banget mana anginnya kencengg,0;;;;;;;;;;;;;
Ada yg masih bangun? Hujan anginnya serem bgt yujiem!,0;;;;;;;;;;;;;
ugm_fess nt mulu di oprec2 KKN. yg butuh anak FT anggota tim (teknis) punya pengalaman volunteering dan PKM angkut aku dongg ,0;;;;;;;;;;;;;
kejebak udan iso gowo payung lha nek kejebak rasa nyaman tapi raiso jadian lha iku sing marai bingung luv,1;;;;;;;;;;;;;
buat dena dpp'24 udah ada partner blm yaa luv ? btw semangat uasnya buat kmu‼️,0;;;;;;;;;;;;;
yujiem! tiyan oy oy nya itu apasi spill dong btw salam yaa &lt;3;;;;;;;;;;;;
yujiem! sebelumnya mau minta maaf banget anak pionir yang kemaren kehilangan surat dari farewell pionir terus ada fotonya baju item tolong reply ya nanti sender DM sekali lagi maaf ini kebawa temen sender dan mau kita kembalikan ,0;;;;;;;;;;;;;
Yujiem gacoan udah ga sepedes dulu ya? Niat pesen level 8 buat self harm ternyata cuma geli2 doang di mulut,0;;;;;;;;;;;;;
Halo guys mau nanya dong tempat cetak STICKER yang hasilnya cantik HD (ga pecah) harganya affordable yg ga terlalu mahal kira-kira dimana ya? Thanks Yujiem happy weekend!,0;;;;;;;;;;;;;
teruntuk mba2 se-ugm_fess raya yang sama sama mencari life partner luv! ada yg mau sama mas2 kagama? short criteria: tb min 156 kagama/gamatu sv (opsional) mau berjuang bareng cantik yg suka ghosting minggir dulu yuk reply aja nanti sender dm,0;;;;;;;;;;;;;
Yujiem thanks idenya jadinya udah kukasih iphone 15 (padahal pengen beli 16 tp gak masuk indo) karena hp lama dia storage penuh sama udah lumayan jadul. Semoga suka deh orangnya sama kadonya https://t.co/CI5PJLGMm0,0;;;;;;;;;;;;;
yang belum tidur ngobrol yuk sama gamatu ugm_fess,0;;;;;;;;;;;;;
yujiem yang lagi cari kos kos sender ada 2 kamar kosong (buat cowo) 1 juta non ac kamar mandi dalam isian include wifi listrik air. Lokasi deket sama preksu pandega (pogung) Kalo mau tanya-tanya komen aja ya nanti sender dm terimakasihh,0;;;;;;;;;;;;;
gimana ya caranya supaya gak cemburuan karena pacar boncengin cewek lain buat urusan organisasinya luv,1;;;;;;;;;;;;;
Huwaa sender abis makan penyetan pake tangan. Udah 1 jam an tangannya masih panas banget. Padahal udh dipake buat pegang sabun berkali-kali. Yujiem Plis infoin cara biar ilang panasnya di tangan karna jujur gaenak banget panas gini :'(,2;;;;;;;;;;;;;
seseorang sini pacaran sama sender. mumpung malam minggu enak keknya buat jadian xixi btw sender cewe yah luv,0;;;;;;;;;;;;;
hi kawan yujiem! bantu sender dan teman sekelompok sender untuk mengisi link kuisioner penelitian kami terutama bagi teman teman menwa yaa!! bisa rep aja nanti sender ketuk DM nya.. terimakasih ꒰◍ˊ◡ˋ꒱੭⁾⁾,0;;;;;;;;;;;;;
gimana ya gais cara biar ga selalu ngerasa sebagai outsider? :(( sender bbrp kali ikut organisasi tp orang2 di situ selalu udh pada kenal gt. sender sungkan dan ga nyaman tiap kali mau kumpul :( jd sender cm ngerjain jobdesk tp kek ga sering ikut kumpul gt :(( ugm_fess,1;;;;;;;;;;;;;
cahaya matahari) - lingkungan kos nya oke dan ga terlalu masuk gang - mau oper kos juga bolehh yang penting bisa ditempatin awal/ akhir januari atau awal bgt februari ada sedikit fee kalo kosnya cocok dan deal! ayoo bantu sender ,0;;;;;;;;;;;;;
warga ugm_fess pliss info kos putri area ugm/uny yang boleh bawa kucing dongg! - diutamakan kosongan tapi kalo isian juga okee - bisa bayar bulanan budget max 700k (melar dikit gpp) - boleh bawa kucing - sirkulasi udara baik (prefer yang bisa kena (cont),0;;;;;;;;;;;;;
luv! buat mas fahmi fkt 22 koor coas spdk jaga kesehatan ya mas dan semangat uasnyaa,0;;;;;;;;;;;;;
luv! yg suka jbjb ayo mutualan kalo ga difollow berarti dah mutualan yaw,0;;;;;;;;;;;;;
sender mencari teman yujiem soalna kek dikit kali lo mutual yujiemku sender gamatu dgn spesifikasi : f21 agro hopeless romantic akun campur (f1 bola badmin kipop) hobi badminton (siapapun pls ajak ak). rep ajh nnti ak follow janlup fb yh aku pfp nya carlos sainz,0;;;;;;;;;;;;;
Hiii any F1 fans here? Ayoo mutualan biar bisa hype race terakhir tahun iniii bareng leave a trace yaaa ️ ugm_fess,0;;;;;;;;;;;;;
Ugm_fess guys sender mau oper sewa villa kapasitas 20 orang di daerah kaliurang buat tanggal 12-13 Desember 2024 udah DP juga. Info lebih lanjutnya hmu ya. Sender ada di comment,0;;;;;;;;;;;;;
gimana caranya lolos oprec kkn tp ga punya poin plus dan prodinya jarang dicari? share tips nya dongg yujiem,0;;;;;;;;;;;;;
luv! Buat fay kimia 23 semangat uas nya ya! Aku orang yang beberapa hari lalu di meja samping perpusat lantai 3,0;;;;;;;;;;;;;
Luv! Urgent dicari temen curhat sender lg galau banget nihhh. Fyi sender f24,1;;;;;;;;;;;;;
barangkali ada yang berminat mencari tempat tinggal yang aman dan nyaman di sekitaran yujiem! Spesifikasi bisa dilihat di gambar tertera. Kalo berminat boleh langsung chat contact person atau boleh reply!!! https://t.co/bX9fpCMm1b,0;;;;;;;;;;;;;
yujiem menurut kalian lebih bagus novel pulang atau namaku alam? atau rekom in sender buku sejarah fiksi yg bagus buat bacaan libur semester sama kalo ada yg mau preloved bolehh bgt drop donggg,0;;;;;;;;;;;;;
Yujiem! Aku mau preloved beberapa bajuku (cowo) alasan djual krn mau ngurangin isi lemari sama jarang kepake lok agro jemput sendiri atau gosend (Ukuran M) Yang minat boleh komen aja ya ntar sender dm boleh nego ciki https://t.co/DZgtOiDcuO,0;;;;;;;;;;;;;
kulak! hai sender mau preloved beberapa pakaian yang udah gakepake lagi dan karena BU yang minat atau mau tanya dulu bolee rep yaa nanti sender dm Bisa COD sekitar UGM thankyou https://t.co/dHtcCpBuMU,0;;;;;;;;;;;;;
ugm_fess kalian ada ga sih yg sama pacarnya sama-sama tipe orang yg males chat wkwkwk kalo mau ngobrol atau ada apa-apa akhirnya lgsg ketemuan,0;;;;;;;;;;;;;
pemrograman perl (2002) dan Biokimia (2009) aku liat harga e-commerce sekitar Rp100.000an (karena sender lupa harga belinya brp),0;;;;;;;;;;;;;
Kulak! Novel dan buku kemeja photocard official dijuwal karena BU buat pegangan pas magang. Semua bukunya ori dan masih segel belum dibuka. Silahkan Nego sepantasnya Note: - sunshine becomes you ada bercak kuning karena belinya udah lama - Dasar (cont) https://t.co/UQY7ulFPnH,0;;;;;;;;;;;;;
ugm_fess dsni ada yg dom jkt-tangerang dan kalo udh balik mau diajak lari bareng di skitaran gbk tiap pagi atau malem?? sender niatnya lagi cari temen buat diajak main atau jogging pas balik,0;;;;;;;;;;;;;
dear ivan hiu mene'23 banyakin senyum yaa! kamu ganteng kalo lagi senyum luv!,0;;;;;;;;;;;;;
yujiem kalian tau gasi ada pembalut kain gratis dari @leafypads lho. Pembalut inii bisa kalian temuin di toilet fisipol khususnya di gedung BA! Kalo kalian udah nemu pembalut inii jangan lupa direply yaa! https://t.co/5FQmBFFdYv,0;;;;;;;;;;;;;
hi kakak2 yujiem! yang punya linkedin minta tolong bantuannya buat isii kuesionerkuu dongg trimaacii https://t.co/vmWmdmCi0I,0;;;;;;;;;;;;;
terbakar/bau mulut 4. ⁠atau penyakit lainnya dan ada keluhan di rongga mulut Apabila ingin konsultasi dan dirawat oleh koas bisa reply ya nanti sender dm. thank you!,0;;;;;;;;;;;;;
ugm_fess Halooo adakah yang memiliki riwayat peny. sistemik dan keluhan mulut seperti: 1. Asma dan keluhan mulut kering/sariawan/lidah berwarna putih 2. ⁠anemia dan keluhan bibir kering/sariawan 3. ⁠GERD dan keluhan mulut kering/sariawan/mulut terasa (cont),0;;;;;;;;;;;;;
dari komen yang sender baca ternyata penulis mau ngasi file penelitiannya ya. adakah saran cara nge-email yg baik buat minta file disertasinya berhubung beliau juga dosen? makasih sebelumnya yujiem https://t.co/NQdV1DVCLy,0;;;;;;;;;;;;;
ngobrol yuk yang malmingnya gabut ugm_fess,0;;;;;;;;;;;;;
haii guys yujiem! Ada yang gigi depannya patah dan mau dirawat sama koas gigi? Yang mau boleh reply yah ntar aku dm. Semua treatment dibawah supervisi drg spesialis. Thank you https://t.co/hhlBWaZiG8,0;;;;;;;;;;;;;
luv! ica arkeo'23 udah punya pawang belum ya?? btw get well soon to you!!!,0;;;;;;;;;;;;;
Halo semua!! Kami sedang melakukan survei terkait sejauh mana pemahaman finansial kendala dan minat dalam mengelola keuangan pribadi serta investasi. Mohon kesediaannya untuk mengisi form ini hanya membutuhkan waktu sekitar 3-5 menit. https://t.co/MRo0rhpHve,0;;;;;;;;;;;;;
Wtssss krn BU bgtttt. Dijual underprice ajaaa - Sunscreen facetology new segel ori each 56k - Sunscreen the Originote new segel ori each 32k kulak https://t.co/0UkILAhctX,0;;;;;;;;;;;;;
‼️OPER KOST PUTRI‼️ Haloo ugm_fess aku mau oper kost lokasinya di karanggayam (depan ugm press &amp; deket sambel colek) buat tgl 15 desember-8 januari 550k ajaaa seterusnyaa kalo mau kost disitu lagi bayar 750k (per3 bulan jadi 2.250.000) yang minat bisaa reply yaaa https://t.co/vmEQJk89rR,0;;;;;;;;;;;;
Yujiem guys angkatan22 yang lagi exchange/iisma nanti kalian kkn nya plottingan kah?,0;;;;;;;;;;;;;
ugm_fess disini ada ga si yg ga punya poin plus + prodinya ga dicari tp lolos oprec kkn? share tips nya dong biar bisa lolos,0;;;;;;;;;;;;;
info volunteer buat mengisi liburan dong cintaku yujiem https://t.co/OKp4E7Uca1,0;;;;;;;;;;;;;
Mahasiswa ugm_fess angkatan 22 apa kabar? Gimana uasnya? Rencana magang dan kkn-nya? Guys sender mellow banget keinget bentar lagi pisah sm temen2:(( Spoilerin life after kkn dong kaka kaka apakah sesepi itu:(( Seberapa hampa udah ga kelas lagi ketemu temen2 sekelas?,0;;;;;;;;;;;;;
Yujiem aku jual skincare kr murce abiezz dijamin ori new &amp; segel adakah yg mau? karena aku mau ambil merchnya aja. Di mall harga msh up 150k kalo minat reply ya thank you. https://t.co/IwlWZQ7AaQ,0;;;;;;;;;;;;
kulak! hii aku mau preloved beberapa pakaian dan barangku yang udah gakepake lagi ada dari brand uniqlo h&amp;m mango dll kalo berminat leave a trace yaa! nanti aku dm bisa via atau COD area ugm thankuu! https://t.co/0XfZ9SRfCu,0;;;;;;;;;;;;
Yujiem Adakah yang balik ke bandara Kualanamu dari YIA tanggal 13? Mau bareng...,0;;;;;;;;;;;;;
Yujiem spill tempat makan di sekitar megatruh dong,0;;;;;;;;;;;;;
kulak yang mau tanya tanya komen ajaa ya nanti ak dm thanku https://t.co/bVXCB49pPd,0;;;;;;;;;;;;;
yujiem! ada yg tau gak kalo mau jvalin sampah skincare sama sepatu sendal or tas rusak di mana? sayang bgt klo langsung dibuang gitu aja,0;;;;;;;;;;;;;
ugm_fess ada yg punya info kos cowo maks 700/bulan dan lokasinya masih di sekitar ugm ngga?,0;;;;;;;;;;;;;
Yujiem! Aku mau preloved beberapa bajuku (cowo) alasan djual krn mau ngurangin isi lemari sama jarang kepake lok agro jemput sendiri atau gosend (Ukuran M) Yang minat boleh komen aja ya ntar sender dm boleh nego ciki https://t.co/C1BGfdC1iw,0;;;;;;;;;;;;;
Dimsum MENTAI BOLOGNESE itu rasanya gimana coba?! YA ENAK BANGET DONG! Perpaduan termantap 2024 sih harus pada cobain karena seenak itu️ BTW Meraya Mentai juga ada hampers package yang harganya affordable buruan kepoin ignya @meraya_mentai https://t.co/WfsDKEj8UV,0;;;;;;;;;;;;;
kulak! halo aku mau preloved kursi &amp; meja (ukuran 100×50×70 cm) total 200k bisa nego lokasinya ada di sendowo tp ambil sendiri yaa yg minat atau mau tanya tanyaa bisa rep yaa nanti aku dm https://t.co/Z9SdYi5OrE,0;;;;;;;;;;;;
semoga ukm negara²an ra jelas jangankan lpj transparansi tiap kegiatan di sosmed wae ra ono yujiem! https://t.co/xIG41aHPU5,0;;;;;;;;;;;;;
hai warga yujiem! aku mau share kulak lagi karena besok udah ga di jogja harga bisa nego aja sampai jadi! ada galon juga yang belum masuk difoto. kalau mau tanya tanya boleh rep ajaa nanti aku dm ^^ lokasi di jakal bawah belakang cold n brew (bisa dianter tergantung lokasi) https://t.co/GBlGRZNiZT,0;;;;;;;;;;;;;
helo! siapa mau cheesecakeee creamy gurih melted jadi satuu ayo jangan sampe ktinggalan ada rasa original dan redvelvet juga! start from 20k yaww! open po untuk 8 dan 9des area ugm bisa cod di klebengan ya https://t.co/BUHVPRIZGO,0;;;;;;;;;;;;;
Pagii yujiem !! Aku punya info donasi buku nihh siapa tau ada yang mau berbagi buat membantu daya literasi anak-anak magetan!! Kalau mau tanya-tanya rep aja ya guys!! https://t.co/k8fPPJ4BAX,0;;;;;;;;;;;;;
yujiem guys kalian disini ada yg kuliah nyambi kerja? Itu carinya freelance part time apa jangan2 ada yg full time? Sharing dong cari lowonganny dimana sm bagi waktunya gmn? sender bakalan mulai lanjut studi di awal tahun tp pengen cari uang sendiri jg,0;;;;;;;;;;;;;
kulak! aku ada totebag tweely masih baru cuma 55k aja yang minat bisa rep nanti aku dm https://t.co/vL66TBB8uN,0;;;;;;;;;;;;;
yujiem ada yg daerahnya hujan deres kah ato pada gerimis aja? nyarii driver ga ada yg nyantol huhu,1;;;;;;;;;;;;;
ugm_fess aku denger dari temenku yang paruh waktu di ditmawa kalo ada ukm yang mau dibekuin karena mangkir administrasi ada yang tau ukm apa ga ges??,0;;;;;;;;;;;;;
ugm_fess LOOKING FOR PARTICIPANTS halo teman-teman pasti udah pernah dong belanja di shopee. yuk bantu aku isi kuesioner penelitian cuma 11 pertanyaan kok! kindly reply yaa nnti aku dm. terima kasihhh https://t.co/jPEbQBUHaL,0;;;;;;;;;;;;;
yang lagi stress dan capek UAS boleh nih kulak mochi untuk meningkatkan semangat belajar kalian!!!! Cari jajan yang enak dan ga bikin kantong bolong? Mochi ini jawabannya! Kenyal lembut dan banyak rasa. Yuk cobain! Ready besok dan hari Senin 0895618111725 https://t.co/9MNBgzoQ2F,2;;;;;;;;;;;;;
Ugm_fess ada yg tau mekanisme oper kos? Aku pengen oper kos tapi gapaham gimana,0;;;;;;;;;;;;;
ges ada yang tau harga open tenant di acara kampus ky misal di nitilaku ga?? mau tanya2 dong atau yang pernah open tenant disekitar jogja ugm_fess,0;;;;;;;;;;;;;
infokan tempat print yujiem yang sudah buka jam 6 pagi dan bisa order via WA please butuh banget buat besok,0;;;;;;;;;;;;;
kulak pre-loved relx infinity plus biru tua (bundle device + catridge + liquid) baru beIi hari ini bgt. juaI rugi 280 bisa nego. dijuaI krn salah beIi warna. like/rep aja ntar gue dm,0;;;;;;;;;;;;;
ugm_fess hii temen-temen yang usianya 18-25 tahun punya sodara kandung dan memenuhi kriteria lainnya boleh minta tolong isi kuesioner aku ga? yang isi nanti aku kasi mingyu deh thank youu https://t.co/qtt18aFtny,0;;;;;;;;;;;;;
Yujiem! yang liburannya gabut boleh nih jadi tentor https://t.co/uX5iZHCuUs,0;;;;;;;;;;;;;
yujiem! Ada yang pengguna XL AXIATA maupun mantan pengguna dari XL AXIATA disini??? Kalau ada boleh tolong bantu isi survei kami gusy ,0;;;;;;;;;;;;;
yujiem! hii ada yang mauu belajar bareng ga yaa buat uas inii sender cewe akt 23 sekalian iseng nambah temen baruu mungkinn reply aja yaa nanti sender dm!,0;;;;;;;;;;;;;
Pre-loved pemakain pribadi Bisa cod area ugm dan sekitarnya Harga bisa NEGO Kalau ada yang mau bisa komen aja nanti sender DM. Makasih https://t.co/QzRiBTY3eQ,0;;;;;;;;;;;;;
yujiem sender lagi cari cowo kristen angkatan 22-23 bebas mau dari fakultas apapun yg penting kristen dan bisa main alat musik luv,0;;;;;;;;;;;;;
yujiem! wdyt tentang cewek friendly? tapi friendly nya tuh beneran asik dan dia tau batesan gitu. dan menurut kalian platonic relationship itu beneran ada ga?,0;;;;;;;;;;;;;
yujiem malam kaka-kaka cantik! aku lgi btuh partisipan utk pnelitian tesis nih! Kriteria partisipannya ada di gambar ya. Bisa cek IMT/BMI ughaa. Link cek IMT dan gformnya tak taruh dikomen yap. Maaciii https://t.co/qWY2vqfwHX,0;;;;;;;;;;;;;
yujiem mutualan yuu komen yah tar sender follow duluan profile pictnya musialaa,0;;;;;;;;;;;;;
guiss aku jual sunscreen ss facetology 40ml masi segel. ori yh dijual krn buat stock ajaa tp lg BU dijual underprice yhh 56k each kulak https://t.co/ilfZqT29xM,0;;;;;;;;;;;;;
mbti kalian apa yujiem https://t.co/DEtbg7pmkg,0;;;;;;;;;;;;;
ugm_fess ada anak medika yang minat kkn di maluku untuk periode 2 tahun depan ngga yaa? lokasinya udah fix (pastinya punya view yang menawan) dpl nya baik hati dan support maksimal tinggal bondang-bonding buat persiapan berangkat ajaaaa reply aja nanti aku dm https://t.co/eHic3cRQRs,0;;;;;;;;;;;;;
DEMI APA ADA ACARA KEK GINI DI FISIPOL siapa yang ngide BIKIN KONSER DI SANSIRO YUJIEM SETELAH UAS?!?! bahkan ga cuma konser tapi ada booth fnb dll... sebagai orang umum gue iri banget sama SEMUA ACARA FISIPOL! huhu butuh tempat untuk melepas beban akademik enih... https://t.co/4mTS82iLuO,0;;;;;;;;;;;;;
 Investasi Cerdas untuk Masa Depan yang Berkualitas Halo teman-teman Investasi itu penting tapi sudahkah kita benar-benar memahaminya? Yuk ikuti Forum Group Discussion yang akan membahas cara cerdas memahami dan memanfaatkan produk investasi untuk masa depan kita! ,0;;;;;;;;;;;;;
Ding Ding Dong Its Xmast Time! Soft cookies START 8k aja loh! hampers NATAL juga availbale ada banyak varian rasanyaa lotus red velvet oreo matcha Cheesevelvet dll bisa delivery ataupun kirim yakk! ️ order bisa langsung klik https://t.co/9wR4b9Cg9T https://t.co/ohljL5H8un,0;;;;;;;;;;;;;
luv! cuaca dingin gini enaknya mutualan gak sih btw sender angkatan 22 siapa tau kalau ada angkatan 22 juga nanti bisa jadi temen kkn juga di periode depan. rep aja ya nanti sender follow yang gak difollow berarti udah mutualan ,0;;;;;;;;;;;;;
hobi udah sama tapi perasaan kita aja yang belum sama luv https://t.co/e9PsAHEYcP,0;;;;;;;;;;;;;
Luv! Laras sejarah 23 cantik banget udah punya pawang belum nih? Info dong!,0;;;;;;;;;;;;;
kulak! halo gais aku mau preloved nihh yg berminat atau mau tanya² dulu bisa reply ya nnti ku dm makasihh (sebenernya masih ada baju celana hijab lagi tp belum sempet ku foto) https://t.co/hRWmZVI4fQ,0;;;;;;;;;;;;;
Yujiem mau tanya dong kos di depan warung pak sip gayamsari itu namanya apa ya? Dan ada kontak yang bisa dihubungi gaa? Makasih ol (titipan),0;;;;;;;;;;;;;
kakak2 yujiem terutama FH biasanya skripsi pake metode kuanti atau kuali ya? sender mau ngerjain metopen masi bingungg,1;;;;;;;;;;;;;
Guys yujiem boleh minta saran hadiah buat sempro selain bunga? Sender kepikiran cake tapi bingung beli di mana enaknya boleh banget sharing yaa dan kalo bisa sekitar ugm (karangwuni klebengan). Thanks,1;;;;;;;;;;;;;
yujiem! ges mau tanya kalau styling rambut pakai hair gel/mousse itu kalo mau wudhu apakah rambutnya harus dicuci dulu sampe bersih atau cukup sesuai wudhu biasa? tia ,0;;;;;;;;;;;;;
Motto di skripsi boleh lebih dari satu gak? Ugm_fess,0;;;;;;;;;;;;;
Halo yujiem ada yang preloved kasur lipet gaa yaa TIA,0;;;;;;;;;;;;;
MPO siap mengusung zidan filsafat jadi kabem yujiem! mugo wae ra ngutangan karo nyolong data koyok seniore,0;;;;;;;;;;;;;
Yujiem gais tolong infokan kos putri range 500-600 area ugm please (ga deket-deket amat juga gapapa kalo bisa ada wifi). Sender dlm waktu deket harus pindah kos tapi budget ngepress banget Thank you guyssss. Kalian bisa infoin via komen nanti sendee dm.,0;;;;;;;;;;;;;
 Mulai dari nol ya kak! Naik GrabBike &amp; GrabCar bisa Rp0! Pas pesan bisa langsung dapetin GRATIS-nya tanpa perlu ribet masukin kode promo. Yuk gas pesan *syarat &amp; ketentuan berlaku* Buktikan sekarang! https://t.co/PDQPpES84k,0;;;;;;;;;;;
gusy tolong ceritakan tentang timekeeper dong tiba2 ditunjuk jd timekeeper kasih tips dan caranyaaaaa. trs harus berdiri di mana? klo misal kegiatannya cm 5 menit cara ngingetinnya gimana? plis help bgt gusy bantu aku rt plis rt makasih banyak gusy yujiem,0;;;;;;;;;;;;;
yujiem! minta bantuannya isi kuisionerku dong syaratnya cuma berusia 18-24 tahun dan konsumsi makanan olahan aja kok! yang beruntung bisa dapet gopay/spay komen ajaa nanti aku kirim linkk https://t.co/XtbxTuQJZR,0;;;;;;;;;;;;;
yujiem! OPER KOS CEWE area pogung bisa ditempatin start 15 Desember ya! untuk harganya 1jt/bulan dengan detail di foto berikut. https://t.co/j6U96RN2j0,0;;;;;;;;;;;;;
Udah belajar cape2 tapi tetep gabisa ngerjain karena soalnya out of the box itu kecewa bgt si yujiem :(,0;;;;;;;;;;;;;
Yujiem! Ada yang minat gak ya adopt jersey polo ini? Kalo minat kita2 di harga berapa? https://t.co/BPGVoHR5GB,0;;;;;;;;;;;;;
Yujiem! Aku mau preloved beberapa bajuku (cowo) alasan djual krn mau ngurangin isi lemari sama jarang kepake lok agro jemput sendiri atau gosend (Ukuran L) Yang minat boleh komen aja ya ntar sender dm boleh nego ciki https://t.co/BavhF3cr0Z,0;;;;;;;;;;;;;
luv! pesona abang-abangan feb emg beda ya,0;;;;;;;;;;;;;
Apakah disini ugm_fess ada yang pernah penelitian buat skripsi di RSA UGM? Persyaratannya apa aja yaa? Kalau ada sender mau nanya-nanya dong. Makasihhh https://t.co/1LixhJ9m6B,0;;;;;;;;;;;;;
luv! anak fkg ternyata redflag redflag ya,0;;;;;;;;;;;;;
DICARI SAPI BUNTING AREA JOGJA Kriteria - Bunting minimal 9 bulan - Boleh dijaga dan diamati oleh mahasiswa koas dokter hewan - Diusahakan area Sleman dan Bantul Infoin dong yujiem! yang bapak/saudara/tetangganya punya sapi bunting HMU: 082220955191 (Tia),0;;;;;;;;;;;;;
doain sender ya yujiem abis ini ada oral test cuma 5 menit sih tapi 35% nilai akhir ,0;;;;;;;;;;;;;
luv! adakah yg daftar beasiswa dato low tuck trs status pengajuannya stuck disini? https://t.co/vxLgYYQF2d,0;;;;;;;;;;;;;
Adakah yg mau tuker keychain &amp; badge ke Geto? atau kalo mau tukeran fullset gelas gojo yuji megumi nobara ke keychain/badge geto jg boleh yujiem! Komen aja ya nanti sender dm https://t.co/2zuJK0WEdy,0;;;;;;;;;;;;
Luv sender habis melakukan adegan berbahaya ngajak study date https://t.co/ASad1Ixdv7,0;;;;;;;;;;;;;
cariin cowok yujiem yg spek - Islam - range umur 21 - 25 taun (semester 7 ke atas pasca boleh kagama boleh xixixi) - suku bebas - tinggi minimal 169cm,0;;;;;;;;;;;;;
sender butuh referensi dari disertasi kampus lain. terus yg bisa akses full disertasinya cuma civitas kampus tsb. yg non harus beli versi cetaknya 1k/hlmn n sender kena Rp200rb++. solusinya gimana ya selain mintol temen di kampus tsb? kalo email penulisnya gmn? yujiem,1;;;;;;;;;;;;;
